date,open,high,low,close,adjclose,volume,predicted,,
2021-09-29 00:00:00+08:00,24.97999954,25.36000061,24.70000076,25.31999969,25.31999969,212061623,25.21160614,,
2021-09-30 00:00:00+08:00,25.15999985,25.31999969,25,25.21999931,25.21999931,71078931,25.20704682,,
2021-10-04 00:00:00+08:00,25.15999985,25.15999985,24.55999947,24.71999931,24.71999931,149813771,24.76046428,,
2021-10-05 00:00:00+08:00,24.44000053,24.86000061,24.36000061,24.76000023,24.76000023,180428381,24.70398142,,
2021-10-06 00:00:00+08:00,24.87999916,24.87999916,24.45999908,24.62000084,24.62000084,242161618,24.63348195,,
2021-10-07 00:00:00+08:00,24.94000053,25.42000008,24.94000053,25.36000061,25.36000061,71846188,25.29963928,,
2021-10-08 00:00:00+08:00,25.62000084,25.63999939,25.28000069,25.47999954,25.47999954,258944983,25.47357122,,
2021-10-11 00:00:00+08:00,25.70000076,26.10000038,25.70000076,25.94000053,25.94000053,126088908,25.92925255,,
2021-10-12 00:00:00+08:00,25.70000076,25.84000015,25.54000092,25.60000038,25.60000038,144967252,25.63631609,,
2021-10-15 00:00:00+08:00,25.81999969,25.97999954,25.57999992,25.97999954,25.97999954,198904310,25.91445427,,
2021-10-18 00:00:00+08:00,26.07999992,26.10000038,25.78000069,26.10000038,26.10000038,169890340,26.0528271,,
2021-10-19 00:00:00+08:00,26.15999985,26.5,26.13999939,26.44000053,26.44000053,109018342,26.4060429,,
2021-10-20 00:00:00+08:00,26.65999985,26.87999916,26.55999947,26.81999969,26.81999969,168641518,26.79358224,,
2021-10-21 00:00:00+08:00,26.79999924,26.89999962,26.5,26.62000084,26.62000084,203081360,26.64977054,,
2021-10-22 00:00:00+08:00,26.76000023,26.84000015,26.63999939,26.76000023,26.76000023,114325908,26.7673005,,
2021-10-25 00:00:00+08:00,26.68000031,26.87999916,26.57999992,26.78000069,26.78000069,63407691,26.77481402,,
2021-10-26 00:00:00+08:00,26.87999916,26.87999916,26.55999947,26.68000031,26.68000031,112252731,26.70323875,,
2021-10-27 00:00:00+08:00,26.44000053,26.44000053,26.21999931,26.28000069,26.28000069,100978240,26.30975587,,
2021-10-28 00:00:00+08:00,26.28000069,26.39999962,26.12000084,26.18000031,26.18000031,133484358,26.21556587,,
2021-10-29 00:00:00+08:00,25.63999939,25.63999939,25.44000053,25.52000046,25.52000046,119120618,25.53805068,,
2021-11-01 00:00:00+08:00,25.42000008,25.44000053,25.10000038,25.29999924,25.29999924,119223633,25.29553245,,
2021-11-02 00:00:00+08:00,25.63999939,25.76000023,25.15999985,25.29999924,25.29999924,118401062,25.34900202,,
2021-11-03 00:00:00+08:00,25.18000031,25.31999969,24.92000008,25.15999985,25.15999985,126020555,25.14878543,,
2021-11-04 00:00:00+08:00,25.26000023,25.37999916,25.12000084,25.37999916,25.37999916,80502478,25.34608632,,
2021-11-05 00:00:00+08:00,25.12000084,25.18000031,24.84000015,25.07999992,25.07999992,158204889,25.06004477,,
2021-11-08 00:00:00+08:00,24.97999954,24.97999954,24.79999924,24.95999908,24.95999908,155069948,24.94609965,,
2021-11-09 00:00:00+08:00,25.05999947,25.10000038,24.81999969,24.95999908,24.95999908,83223048,24.96817974,,
2021-11-10 00:00:00+08:00,24.89999962,25.15999985,24.60000038,25.15999985,25.15999985,208461285,25.05902258,,
2021-11-11 00:00:00+08:00,25.02000046,25.47999954,24.94000053,25.44000053,25.44000053,92441060,25.36024796,,
2021-11-12 00:00:00+08:00,25.65999985,25.65999985,25.34000015,25.5,25.5,105369599,25.50736886,,
2021-11-15 00:00:00+08:00,25.55999947,25.60000038,25.36000061,25.55999947,25.55999947,91847053,25.54397707,,
2021-11-16 00:00:00+08:00,25.60000038,25.89999962,25.54000092,25.79999924,25.79999924,106885999,25.77822345,,
2021-11-17 00:00:00+08:00,25.73999977,25.79999924,25.63999939,25.78000069,25.78000069,136394741,25.77244242,,
2021-11-18 00:00:00+08:00,25.52000046,25.55999947,25.36000061,25.39999962,25.39999962,125771052,25.43071089,,
2021-11-19 00:00:00+08:00,25.10000038,25.21999931,24.94000053,25.18000031,25.18000031,156635814,25.15220486,,
2021-11-22 00:00:00+08:00,25.20000076,25.26000023,25.02000046,25.10000038,25.10000038,90297639,25.12300989,,
2021-11-23 00:00:00+08:00,24.86000061,24.95999908,24.73999977,24.81999969,24.81999969,125764402,24.83828299,,
2021-11-24 00:00:00+08:00,24.87999916,25,24.70000076,24.86000061,24.86000061,91987875,24.86314026,,
2021-11-25 00:00:00+08:00,24.81999969,24.92000008,24.65999985,24.92000008,24.92000008,120091303,24.88371176,,
2021-11-26 00:00:00+08:00,24.68000031,24.68000031,24.20000076,24.26000023,24.26000023,127849172,24.31799984,,
2021-11-29 00:00:00+08:00,24.12000084,24.29999924,23.89999962,24.13999939,24.13999939,209546164,24.12323631,,
2021-11-30 00:00:00+08:00,24.10000038,24.10000038,23.29999924,23.62000084,23.62000084,228092887,23.62766022,,
2021-12-01 00:00:00+08:00,23.71999931,24.02000046,23.70000076,23.84000015,23.84000015,69429514,23.84995272,,
2021-12-02 00:00:00+08:00,23.73999977,23.95999908,23.65999985,23.95999908,23.95999908,120228802,23.91269533,,
2021-12-03 00:00:00+08:00,23.87999916,23.95999908,23.57999992,23.92000008,23.92000008,137673000,23.86974497,,
2021-12-06 00:00:00+08:00,23.60000038,23.78000069,23.45999908,23.5,23.5,156605173,23.54012681,,
2021-12-07 00:00:00+08:00,23.81999969,24.13999939,23.65999985,24.13999939,24.13999939,119866887,24.05584943,,
2021-12-08 00:00:00+08:00,24.20000076,24.21999931,24.04000092,24.15999985,24.15999985,87442525,24.15993877,,
2021-12-09 00:00:00+08:00,24.29999924,24.45999908,24.29999924,24.37999916,24.37999916,85882002,24.39055828,,
2021-12-10 00:00:00+08:00,24.21999931,24.37999916,24.05999947,24.12000084,24.12000084,116763136,24.15639696,,
2021-12-13 00:00:00+08:00,24.36000061,24.52000046,24.07999992,24.13999939,24.13999939,104282674,24.1925258,,
2021-12-14 00:00:00+08:00,23.84000015,23.95999908,23.71999931,23.76000023,23.76000023,109230893,23.79230273,,
2021-12-15 00:00:00+08:00,23.81999969,23.87999916,23.47999954,23.57999992,23.57999992,119409660,23.61260907,,
2021-12-16 00:00:00+08:00,23.52000046,23.68000031,23.29999924,23.65999985,23.65999985,188671973,23.60022044,,
2021-12-17 00:00:00+08:00,23.63999939,23.63999939,23.29999924,23.34000015,23.34000015,172463532,23.38272305,,
2021-12-20 00:00:00+08:00,23.21999931,23.29999924,22.81999969,22.89999962,22.89999962,120704654,22.94800071,,
2021-12-21 00:00:00+08:00,22.92000008,23.21999931,22.87999916,23.10000038,23.10000038,144791716,23.08139212,,
2021-12-22 00:00:00+08:00,23.31999969,23.37999916,23.12000084,23.20000076,23.20000076,61533742,23.22224099,,
2021-12-23 00:00:00+08:00,23.29999924,23.39999962,23.18000031,23.34000015,23.34000015,96107039,23.32914921,,
2021-12-24 00:00:00+08:00,23.39999962,23.39999962,23.39999962,23.39999962,23.39999962,0,23.41808887,,
2021-12-28 00:00:00+08:00,23.39999962,23.45999908,23.23999977,23.42000008,23.42000008,89272826,23.40309306,,
2021-12-29 00:00:00+08:00,23.37999916,23.37999916,23.13999939,23.20000076,23.20000076,103755282,23.22512779,,
2021-12-30 00:00:00+08:00,23.21999931,23.39999962,23.12000084,23.28000069,23.28000069,177232854,23.27352371,,
2021-12-31 00:00:00+08:00,23.55999947,23.55999947,23.55999947,23.55999947,23.55999947,0,23.57845938,,
2022-01-03 00:00:00+08:00,23.65999985,23.76000023,23.34000015,23.39999962,23.39999962,100227198,23.44865881,,
2022-01-04 00:00:00+08:00,23.52000046,23.57999992,23.28000069,23.44000053,23.44000053,74708335,23.44077583,,
2022-01-05 00:00:00+08:00,23.44000053,23.44000053,23,23.04000092,23.04000092,149530742,23.09587866,,
2022-01-06 00:00:00+08:00,23,23.21999931,22.86000061,23.21999931,23.21999931,116238361,23.15886992,,
2022-01-07 00:00:00+08:00,23.39999962,23.65999985,23.28000069,23.63999939,23.63999939,169287010,23.58035096,,
2022-01-10 00:00:00+08:00,23.62000084,23.92000008,23.54000092,23.84000015,23.84000015,187033452,23.80004867,,
2022-01-11 00:00:00+08:00,23.81999969,24,23.70000076,23.86000061,23.86000061,139938734,23.85880416,,
2022-01-12 00:00:00+08:00,24.12000084,24.52000046,24.12000084,24.5,24.5,193702156,24.43666764,,
2022-01-13 00:00:00+08:00,24.63999939,24.68000031,24.44000053,24.55999947,24.55999947,136488810,24.56683149,,
2022-01-14 00:00:00+08:00,24.29999924,24.52000046,24.28000069,24.47999954,24.47999954,163330265,24.45799859,,
2022-01-17 00:00:00+08:00,24.47999954,24.54000092,24.23999977,24.34000015,24.34000015,133736058,24.36082739,,
2022-01-18 00:00:00+08:00,24.37999916,24.54000092,24.15999985,24.26000023,24.26000023,121488166,24.29098974,,
2022-01-19 00:00:00+08:00,24.26000023,24.42000008,24.10000038,24.21999931,24.21999931,86583949,24.2376318,,
2022-01-20 00:00:00+08:00,24.36000061,25.10000038,24.36000061,25.07999992,25.07999992,120509638,24.94943438,,
2022-01-21 00:00:00+08:00,25,25.12000084,24.87999916,25.05999947,25.05999947,68885753,25.04991689,,
2022-01-24 00:00:00+08:00,24.89999962,24.94000053,24.71999931,24.79999924,24.79999924,112373404,24.81902297,,
2022-01-25 00:00:00+08:00,24.36000061,24.52000046,24.13999939,24.39999962,24.39999962,293789413,24.37163912,,
2022-01-26 00:00:00+08:00,24.5,24.62000084,24.26000023,24.39999962,24.39999962,180807801,24.41341514,,
2022-01-27 00:00:00+08:00,24.26000023,24.26000023,23.70000076,23.92000008,23.92000008,291671561,23.92826548,,
2022-01-28 00:00:00+08:00,23.97999954,24.02000046,23.63999939,23.68000031,23.68000031,162818577,23.72886186,,
2022-01-31 00:00:00+08:00,24,24,24,24,24,0,24.01947923,,
2022-02-04 00:00:00+08:00,24.37999916,24.76000023,24.28000069,24.70000076,24.70000076,220027120,24.63333863,,
2022-02-07 00:00:00+08:00,24.68000031,24.73999977,24.5,24.68000031,24.68000031,147467524,24.66654249,,
2022-02-08 00:00:00+08:00,24.68000031,24.70000076,24.29999924,24.47999954,24.47999954,112232200,24.48839214,,
2022-02-09 00:00:00+08:00,24.86000061,25.04000092,24.81999969,24.95999908,24.95999908,108838723,24.95872647,,
2022-02-10 00:00:00+08:00,25.15999985,25.15999985,24.79999924,25.04000092,25.04000092,165812867,25.02259622,,
2022-02-11 00:00:00+08:00,24.95999908,25.10000038,24.87999916,25.02000046,25.02000046,161166266,25.01720524,,
2022-02-14 00:00:00+08:00,24.81999969,24.87999916,24.62000084,24.68000031,24.68000031,117839230,24.71035148,,
2022-02-15 00:00:00+08:00,24.60000038,24.71999931,24.36000061,24.45999908,24.45999908,97270099,24.48991579,,
2022-02-16 00:00:00+08:00,24.71999931,24.89999962,24.68000031,24.81999969,24.81999969,83316978,24.81931301,,
2022-02-17 00:00:00+08:00,24.87999916,25.02000046,24.65999985,24.92000008,24.92000008,79639813,24.89798072,,
2022-02-18 00:00:00+08:00,24.84000015,24.89999962,24.42000008,24.47999954,24.47999954,157742281,24.53713357,,
2022-02-21 00:00:00+08:00,24.23999977,24.36000061,24.13999939,24.34000015,24.34000015,206095688,24.31405706,,
2022-02-22 00:00:00+08:00,23.89999962,23.95999908,23.47999954,23.62000084,23.62000084,245696511,23.64524041,,
2022-02-23 00:00:00+08:00,23.70000076,23.87999916,23.63999939,23.79999924,23.79999924,105482891,23.79207413,,
2022-02-24 00:00:00+08:00,23.34000015,23.5,22.92000008,23.05999947,23.05999947,275542543,23.09539462,,
2022-02-25 00:00:00+08:00,23.07999992,23.18000031,22.86000061,22.92000008,22.92000008,161061239,22.9523453,,
2022-02-28 00:00:00+08:00,22.89999962,22.92000008,22.54000092,22.87999916,22.87999916,150645680,22.82718137,,
2022-03-01 00:00:00+08:00,22.87999916,23.05999947,22.70000076,22.87999916,22.87999916,79088077,22.87983178,,
2022-03-02 00:00:00+08:00,22.68000031,22.81999969,22.42000008,22.5,22.5,76953861,22.5379012,,
2022-03-03 00:00:00+08:00,22.57999992,22.65999985,22.5,22.63999939,22.63999939,94225845,22.62656902,,
2022-03-04 00:00:00+08:00,22.12000084,22.15999985,21.95999908,22.05999947,22.05999947,192679175,22.06051321,,
2022-03-07 00:00:00+08:00,21.5,21.5,20.95999908,21.21999931,21.21999931,217260223,21.20867621,,
2022-03-08 00:00:00+08:00,21.28000069,21.44000053,20.76000023,20.87999916,20.87999916,262888986,20.93051825,,
2022-03-09 00:00:00+08:00,21,21.12000084,20.23999977,20.78000069,20.78000069,385661835,20.71166721,,
2022-03-10 00:00:00+08:00,21.18000031,21.29999924,20.89999962,21.10000038,21.10000038,189308317,21.09060706,,
2022-03-11 00:00:00+08:00,20.60000038,20.97999954,20.26000023,20.79999924,20.79999924,299614705,20.7125936,,
2022-03-14 00:00:00+08:00,20.42000008,20.42000008,19.62000084,19.79999924,19.79999924,374531525,19.84042209,,
2022-03-15 00:00:00+08:00,19.29999924,19.59000015,18.44000053,18.64999962,18.64999962,725229821,18.70932857,,
2022-03-16 00:00:00+08:00,19.14999962,20.31999969,18.76000023,20.23999977,20.23999977,959365527,19.918686,,
2022-03-17 00:00:00+08:00,21.39999962,21.68000031,20.95999908,21.68000031,21.68000031,446335081,21.52969476,,
2022-03-18 00:00:00+08:00,21.39999962,21.84000015,21.12000084,21.65999985,21.65999985,346781338,21.57259501,,
2022-03-21 00:00:00+08:00,22,22,21.28000069,21.39999962,21.39999962,156740616,21.46154624,,
2022-03-22 00:00:00+08:00,21.54000092,22.12000084,21.45999908,22.07999992,22.07999992,134745528,21.96582913,,
2022-03-23 00:00:00+08:00,22.21999931,22.60000038,22.15999985,22.31999969,22.31999969,162530898,22.3316448,,
2022-03-24 00:00:00+08:00,22.13999939,22.42000008,22.07999992,22.13999939,22.13999939,89109173,22.1747846,,
2022-03-25 00:00:00+08:00,21.95999908,22.13999939,21.47999954,21.57999992,21.57999992,132397848,21.64077715,,
2022-03-28 00:00:00+08:00,21.60000038,21.97999954,21.42000008,21.87999916,21.87999916,91437684,21.80843545,,
2022-03-29 00:00:00+08:00,21.97999954,22.12000084,21.92000008,22.12000084,22.12000084,151972062,22.08813642,,
2022-03-30 00:00:00+08:00,22.29999924,22.57999992,22.23999977,22.39999962,22.39999962,123674302,22.40069926,,
2022-03-31 00:00:00+08:00,22.39999962,22.42000008,22.10000038,22.28000069,22.28000069,67751408,22.27445805,,
2022-04-01 00:00:00+08:00,21.89999962,22.26000023,21.73999977,22.26000023,22.26000023,150712483,22.16201932,,
2022-04-04 00:00:00+08:00,22.44000053,22.73999977,22.31999969,22.70000076,22.70000076,141865829,22.63746817,,
2022-04-06 00:00:00+08:00,22.45999908,22.45999908,22.21999931,22.26000023,22.26000023,93337163,22.29001238,,
2022-04-07 00:00:00+08:00,22.13999939,22.42000008,21.95999908,22.02000046,22.02000046,158108533,22.06768351,,
2022-04-08 00:00:00+08:00,21.95999908,22.10000038,21.76000023,22.10000038,22.10000038,159529589,22.03922794,,
2022-04-11 00:00:00+08:00,21.87999916,21.87999916,21.34000015,21.42000008,21.42000008,229730506,21.4689136,,
2022-04-12 00:00:00+08:00,21.47999954,21.71999931,21.18000031,21.52000046,21.52000046,160726582,21.48339015,,
2022-04-13 00:00:00+08:00,21.42000008,21.71999931,21.31999969,21.57999992,21.57999992,165232208,21.55157855,,
2022-04-14 00:00:00+08:00,21.62000084,21.79999924,21.55999947,21.71999931,21.71999931,160482665,21.70529346,,
2022-04-19 00:00:00+08:00,21.36000061,21.39999962,21.05999947,21.21999931,21.21999931,223582735,21.21563619,,
2022-04-20 00:00:00+08:00,21.15999985,21.42000008,21.07999992,21.12000084,21.12000084,100551024,21.15880827,,
2022-04-21 00:00:00+08:00,21.05999947,21.12000084,20.70000076,20.87999916,20.87999916,255424874,20.8773443,,
2022-04-22 00:00:00+08:00,20.62000084,20.92000008,20.37999916,20.84000015,20.84000015,198194659,20.76002345,,
2022-04-25 00:00:00+08:00,20.45999908,20.45999908,20,20.15999985,20.15999985,335529767,20.16503097,,
2022-04-26 00:00:00+08:00,20.21999931,20.45999908,20.04000092,20.13999939,20.13999939,177785714,20.16423714,,
2022-04-27 00:00:00+08:00,19.95000076,20.23999977,19.87999916,20.13999939,20.13999939,208013046,20.10155477,,
2022-04-28 00:00:00+08:00,20.21999931,20.39999962,20.05999947,20.37999916,20.37999916,238588290,20.31890686,,
2022-04-29 00:00:00+08:00,20.29999924,21.29999924,20.13999939,21.21999931,21.21999931,206283784,21.01038943,,
2022-05-03 00:00:00+08:00,21.04000092,21.42000008,20.73999977,21.21999931,21.21999931,107559286,21.15527846,,
2022-05-04 00:00:00+08:00,21.21999931,21.21999931,20.89999962,20.97999954,20.97999954,90084634,21.00420622,,
2022-05-05 00:00:00+08:00,21.28000069,21.39999962,20.87999916,20.87999916,20.87999916,126517083,20.95488389,,
2022-05-06 00:00:00+08:00,20.37999916,20.44000053,20.07999992,20.13999939,20.13999939,212494873,20.16948807,,
