date,open,high,low,close,adjclose,volume,predicted
2021-09-29 00:00:00+08:00,24.97999954,25.36000061,24.70000076,25.31999969,25.31999969,212061623,25.02018746
2021-09-30 00:00:00+08:00,25.15999985,25.31999969,25,25.21999931,25.21999931,71078931,25.01028746
2021-10-04 00:00:00+08:00,25.15999985,25.15999985,24.55999947,24.71999931,24.71999931,149813771,24.78657922
2021-10-05 00:00:00+08:00,24.44000053,24.86000061,24.36000061,24.76000023,24.76000023,180428381,24.57454803
2021-10-06 00:00:00+08:00,24.87999916,24.87999916,24.45999908,24.62000084,24.62000084,242161618,24.8377937
2021-10-07 00:00:00+08:00,24.94000053,25.42000008,24.94000053,25.36000061,25.36000061,71846188,25.0655739
2021-10-08 00:00:00+08:00,25.62000084,25.63999939,25.28000069,25.47999954,25.47999954,258944983,25.48149187
2021-10-11 00:00:00+08:00,25.70000076,26.10000038,25.70000076,25.94000053,25.94000053,126088908,25.87894654
2021-10-12 00:00:00+08:00,25.70000076,25.84000015,25.54000092,25.60000038,25.60000038,144967252,25.56130628
2021-10-15 00:00:00+08:00,25.81999969,25.97999954,25.57999992,25.97999954,25.97999954,198904310,25.77632379
2021-10-18 00:00:00+08:00,26.07999992,26.10000038,25.78000069,26.10000038,26.10000038,169890340,25.92424021
2021-10-19 00:00:00+08:00,26.15999985,26.5,26.13999939,26.44000053,26.44000053,109018342,26.3340339
2021-10-20 00:00:00+08:00,26.65999985,26.87999916,26.55999947,26.81999969,26.81999969,168641518,26.62578827
2021-10-21 00:00:00+08:00,26.79999924,26.89999962,26.5,26.62000084,26.62000084,203081360,26.60600769
2021-10-22 00:00:00+08:00,26.76000023,26.84000015,26.63999939,26.76000023,26.76000023,114325908,26.67034557
2021-10-25 00:00:00+08:00,26.68000031,26.87999916,26.57999992,26.78000069,26.78000069,63407691,26.78675021
2021-10-26 00:00:00+08:00,26.87999916,26.87999916,26.55999947,26.68000031,26.68000031,112252731,26.60549787
2021-10-27 00:00:00+08:00,26.44000053,26.44000053,26.21999931,26.28000069,26.28000069,100978240,26.25309399
2021-10-28 00:00:00+08:00,26.28000069,26.39999962,26.12000084,26.18000031,26.18000031,133484358,26.08365855
2021-10-29 00:00:00+08:00,25.63999939,25.63999939,25.44000053,25.52000046,25.52000046,119120618,25.50811732
2021-11-01 00:00:00+08:00,25.42000008,25.44000053,25.10000038,25.29999924,25.29999924,119223633,25.2598424
2021-11-02 00:00:00+08:00,25.63999939,25.76000023,25.15999985,25.29999924,25.29999924,118401062,25.3028198
2021-11-03 00:00:00+08:00,25.18000031,25.31999969,24.92000008,25.15999985,25.15999985,126020555,25.15413686
2021-11-04 00:00:00+08:00,25.26000023,25.37999916,25.12000084,25.37999916,25.37999916,80502478,25.17930342
2021-11-05 00:00:00+08:00,25.12000084,25.18000031,24.84000015,25.07999992,25.07999992,158204889,25.04507232
2021-11-08 00:00:00+08:00,24.97999954,24.97999954,24.79999924,24.95999908,24.95999908,155069948,24.97344822
2021-11-09 00:00:00+08:00,25.05999947,25.10000038,24.81999969,24.95999908,24.95999908,83223048,24.81939665
2021-11-10 00:00:00+08:00,24.89999962,25.15999985,24.60000038,25.15999985,25.15999985,208461285,24.89821153
2021-11-11 00:00:00+08:00,25.02000046,25.47999954,24.94000053,25.44000053,25.44000053,92441060,25.2018473
2021-11-12 00:00:00+08:00,25.65999985,25.65999985,25.34000015,25.5,25.5,105369599,25.4188253
2021-11-15 00:00:00+08:00,25.55999947,25.60000038,25.36000061,25.55999947,25.55999947,91847053,25.43698931
2021-11-16 00:00:00+08:00,25.60000038,25.89999962,25.54000092,25.79999924,25.79999924,106885999,25.66165749
2021-11-17 00:00:00+08:00,25.73999977,25.79999924,25.63999939,25.78000069,25.78000069,136394741,25.75719731
2021-11-18 00:00:00+08:00,25.52000046,25.55999947,25.36000061,25.39999962,25.39999962,125771052,25.44492842
2021-11-19 00:00:00+08:00,25.10000038,25.21999931,24.94000053,25.18000031,25.18000031,156635814,25.14317414
2021-11-22 00:00:00+08:00,25.20000076,25.26000023,25.02000046,25.10000038,25.10000038,90297639,24.98096332
2021-11-23 00:00:00+08:00,24.86000061,24.95999908,24.73999977,24.81999969,24.81999969,125764402,24.76310754
2021-11-24 00:00:00+08:00,24.87999916,25,24.70000076,24.86000061,24.86000061,91987875,24.70865864
2021-11-25 00:00:00+08:00,24.81999969,24.92000008,24.65999985,24.92000008,24.92000008,120091303,24.75507897
2021-11-26 00:00:00+08:00,24.68000031,24.68000031,24.20000076,24.26000023,24.26000023,127849172,24.31038776
2021-11-29 00:00:00+08:00,24.12000084,24.29999924,23.89999962,24.13999939,24.13999939,209546164,24.11204695
2021-11-30 00:00:00+08:00,24.10000038,24.10000038,23.29999924,23.62000084,23.62000084,228092887,23.80316786
2021-12-01 00:00:00+08:00,23.71999931,24.02000046,23.70000076,23.84000015,23.84000015,69429514,23.74175375
2021-12-02 00:00:00+08:00,23.73999977,23.95999908,23.65999985,23.95999908,23.95999908,120228802,23.75752777
2021-12-03 00:00:00+08:00,23.87999916,23.95999908,23.57999992,23.92000008,23.92000008,137673000,23.85633069
2021-12-06 00:00:00+08:00,23.60000038,23.78000069,23.45999908,23.5,23.5,156605173,23.76855815
2021-12-07 00:00:00+08:00,23.81999969,24.13999939,23.65999985,24.13999939,24.13999939,119866887,23.83506042
2021-12-08 00:00:00+08:00,24.20000076,24.21999931,24.04000092,24.15999985,24.15999985,87442525,24.02035981
2021-12-09 00:00:00+08:00,24.29999924,24.45999908,24.29999924,24.37999916,24.37999916,85882002,24.23019367
2021-12-10 00:00:00+08:00,24.21999931,24.37999916,24.05999947,24.12000084,24.12000084,116763136,24.06633545
2021-12-13 00:00:00+08:00,24.36000061,24.52000046,24.07999992,24.13999939,24.13999939,104282674,24.12759139
2021-12-14 00:00:00+08:00,23.84000015,23.95999908,23.71999931,23.76000023,23.76000023,109230893,23.74861587
