date,open,high,low,close,adjclose,volume,predicted
2021-09-29 00:00:00+08:00,24.97999954,25.36000061,24.70000076,25.31999969,25.31999969,212061623,24.81674497
2021-09-30 00:00:00+08:00,25.15999985,25.31999969,25,25.21999931,25.21999931,71078931,25.07473246
2021-10-04 00:00:00+08:00,25.15999985,25.15999985,24.55999947,24.71999931,24.71999931,149813771,24.55065802
2021-10-05 00:00:00+08:00,24.44000053,24.86000061,24.36000061,24.76000023,24.76000023,180428381,24.34900259
2021-10-06 00:00:00+08:00,24.87999916,24.87999916,24.45999908,24.62000084,24.62000084,242161618,24.17400652
2021-10-07 00:00:00+08:00,24.94000053,25.42000008,24.94000053,25.36000061,25.36000061,71846188,25.16651825
2021-10-08 00:00:00+08:00,25.62000084,25.63999939,25.28000069,25.47999954,25.47999954,258944983,24.94982436
2021-10-11 00:00:00+08:00,25.70000076,26.10000038,25.70000076,25.94000053,25.94000053,126088908,25.66690546
2021-10-12 00:00:00+08:00,25.70000076,25.84000015,25.54000092,25.60000038,25.60000038,144967252,25.34245213
2021-10-15 00:00:00+08:00,25.81999969,25.97999954,25.57999992,25.97999954,25.97999954,198904310,25.50590989
2021-10-18 00:00:00+08:00,26.07999992,26.10000038,25.78000069,26.10000038,26.10000038,169890340,25.70316095
2021-10-19 00:00:00+08:00,26.15999985,26.5,26.13999939,26.44000053,26.44000053,109018342,26.16893409
2021-10-20 00:00:00+08:00,26.65999985,26.87999916,26.55999947,26.81999969,26.81999969,168641518,26.42448287
2021-10-21 00:00:00+08:00,26.79999924,26.89999962,26.5,26.62000084,26.62000084,203081360,26.24578199
2021-10-22 00:00:00+08:00,26.76000023,26.84000015,26.63999939,26.76000023,26.76000023,114325908,26.5068913
2021-10-25 00:00:00+08:00,26.68000031,26.87999916,26.57999992,26.78000069,26.78000069,63407691,26.63739225
2021-10-26 00:00:00+08:00,26.87999916,26.87999916,26.55999947,26.68000031,26.68000031,112252731,26.48707193
2021-10-27 00:00:00+08:00,26.44000053,26.44000053,26.21999931,26.28000069,26.28000069,100978240,26.0987486
2021-10-28 00:00:00+08:00,26.28000069,26.39999962,26.12000084,26.18000031,26.18000031,133484358,25.93840225
2021-10-29 00:00:00+08:00,25.63999939,25.63999939,25.44000053,25.52000046,25.52000046,119120618,25.28767829
2021-11-01 00:00:00+08:00,25.42000008,25.44000053,25.10000038,25.29999924,25.29999924,119223633,25.07581396
2021-11-02 00:00:00+08:00,25.63999939,25.76000023,25.15999985,25.29999924,25.29999924,118401062,25.19293251
2021-11-03 00:00:00+08:00,25.18000031,25.31999969,24.92000008,25.15999985,25.15999985,126020555,24.91789596
2021-11-04 00:00:00+08:00,25.26000023,25.37999916,25.12000084,25.37999916,25.37999916,80502478,25.1775994
2021-11-05 00:00:00+08:00,25.12000084,25.18000031,24.84000015,25.07999992,25.07999992,158204889,24.75074322
2021-11-08 00:00:00+08:00,24.97999954,24.97999954,24.79999924,24.95999908,24.95999908,155069948,24.61238103
2021-11-09 00:00:00+08:00,25.05999947,25.10000038,24.81999969,24.95999908,24.95999908,83223048,24.81615153
2021-11-10 00:00:00+08:00,24.89999962,25.15999985,24.60000038,25.15999985,25.15999985,208461285,24.66148531
